"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","167","Invalid login pwd","Meter Supplier","Tue Sep 09 14:28:27 UTC 2025","passed","Tue Sep 09 14:28:27 UTC 2025","","Login","",""
"","727","Authorize","Meter Supplier","Tue Sep 09 14:28:25 UTC 2025","passed","Tue Sep 09 14:28:26 UTC 2025","","Authorization","",""
"","130","Metersupplier getinvite","Meter Supplier","Tue Sep 09 14:28:36 UTC 2025","passed","Tue Sep 09 14:28:36 UTC 2025","User Management > Get Invited account > {data} > {offset} > {limit}","Settings","",""
"","148","Invalid Authorize Username","Meter Supplier","Tue Sep 09 14:28:26 UTC 2025","passed","Tue Sep 09 14:28:26 UTC 2025","","Authorization","",""
"","127","tracktransfer","Meter Supplier","Tue Sep 09 14:28:38 UTC 2025","passed","Tue Sep 09 14:28:38 UTC 2025","{data}","Track meter transfer","",""
"","229","verifyaccountcode","Meter Supplier","Tue Sep 09 14:28:39 UTC 2025","passed","Tue Sep 09 14:28:40 UTC 2025","{data} > {code}","Verify User","",""
"","131","installermsdisco","Meter Supplier","Tue Sep 09 14:28:29 UTC 2025","passed","Tue Sep 09 14:28:29 UTC 2025","Get Customer's Installation Schedule > Get Meter Installer for a DISCO > {data} > {disco}","Installation Management","",""
"","128","schedulebyid","Meter Supplier","Tue Sep 09 14:28:38 UTC 2025","passed","Tue Sep 09 14:28:38 UTC 2025","{data} > {offset} > {limit}","Get Schedule by ID","",""
"","129","inventoryuploadbatch","Meter Supplier","Tue Sep 09 14:28:29 UTC 2025","passed","Tue Sep 09 14:28:30 UTC 2025","Uploaded Batches > Get Meters group by batch > {data} > {offset} > {limit}","Inventory Management","",""
"","159","update password with same password","Meter Supplier","Tue Sep 09 14:28:36 UTC 2025","failed","Tue Sep 09 14:28:36 UTC 2025","Security > Update Password","Settings","",""
"","124","logout","Meter Supplier","Tue Sep 09 14:28:40 UTC 2025","passed","Tue Sep 09 14:28:40 UTC 2025","","Logout","",""
"","130","inventoryuploadbatch","Meter Supplier","Tue Sep 09 14:28:30 UTC 2025","passed","Tue Sep 09 14:28:30 UTC 2025","Uploaded Batches > Get Meters group by batch Status > {data} > {offset} > {limit}","Inventory Management","",""
"","148","Empty login Credentials","Meter Supplier","Tue Sep 09 14:28:27 UTC 2025","passed","Tue Sep 09 14:28:27 UTC 2025","","Login","",""
"","127","msschedulebatch","Meter Supplier","Tue Sep 09 14:28:37 UTC 2025","passed","Tue Sep 09 14:28:37 UTC 2025","{data} > {vendor} > {disco} > {offset} > {limit}","Get schedule by batch","",""
"","190","msinvites","Meter Supplier","Tue Sep 09 14:28:35 UTC 2025","passed","Tue Sep 09 14:28:36 UTC 2025","User Management > MS Invites","Settings","",""
"","128","getmetersupplier","Meter Supplier","Tue Sep 09 14:28:36 UTC 2025","passed","Tue Sep 09 14:28:36 UTC 2025","User Management > Get Meter Supplier > {data} > {offset} > {limit}","Settings","",""
"","132","New Request","Meter Supplier","Tue Sep 09 14:28:29 UTC 2025","passed","Tue Sep 09 14:28:29 UTC 2025","Dashboard > Get MS activities","Inventory Management","",""
"","128","getmeters","Meter Supplier","Tue Sep 09 14:28:38 UTC 2025","passed","Tue Sep 09 14:28:38 UTC 2025","{data} > {offset} > {limit}","Get Meters","",""
"","215","validate password complexity","Meter Supplier","Tue Sep 09 14:28:36 UTC 2025","failed","Tue Sep 09 14:28:37 UTC 2025","Security > Update Password","Settings","",""
"","131","msbatchschedule - Pending","Meter Supplier","Tue Sep 09 14:28:28 UTC 2025","passed","Tue Sep 09 14:28:29 UTC 2025","Get Pending schedule by batch ID > {status} > {vendor} > {offset} > {limit}","Installation Management","",""
"","128","Metersupplier getmeterbatch","Meter Supplier","Tue Sep 09 14:28:32 UTC 2025","passed","Tue Sep 09 14:28:32 UTC 2025","Transfered Batches > Get Transfered Meter by batch with Meter ID & Status > {data} > {vendorid} > {offset} > {limit}","Inventory Management","",""
"","129","msinventorycards","Meter Supplier","Tue Sep 09 14:28:29 UTC 2025","passed","Tue Sep 09 14:28:29 UTC 2025","Dashboard > Meter Inventory dashboard > {data}","Inventory Management","",""
"","127","mstransquick","Meter Supplier","Tue Sep 09 14:28:31 UTC 2025","passed","Tue Sep 09 14:28:31 UTC 2025","Transfered Batches > Get Transfered Meter Quick Overview > {data}","Inventory Management","",""
"","132","update activity","Meter Supplier","Tue Sep 09 14:28:32 UTC 2025","passed","Tue Sep 09 14:28:32 UTC 2025","User Management > Post User activities","Settings","",""
"","130","msbatchschedule - Pending","Meter Supplier","Tue Sep 09 14:28:29 UTC 2025","passed","Tue Sep 09 14:28:29 UTC 2025","Get Completed schedule by batch ID > {status} > {vendor} > {offset} > {limit}","Installation Management","",""
